State,FIPS,County,Population,Land Area (sq mi),Water Area (sq mi),Total Area (sq mi),Latitude,Longitude,Wind Speed (mph)
IL,17011,Bureau,"34,978",869.031,4.472,873.503,41.401304,–89.528377,15.93
GA,13033,Burke,"23,316",826.968,8.015,834.983,33.063737,–82.003890,20.76
NC,37023,Burke,"90,912",507.099,7.976,515.075,35.746182,–81.706180,16.62
ND,38013,Burke,"1,968","1,103.57",25.357,"1,128.93",48.786453,–102.520087,15.85
ND,38015,Burleigh,"81,308","1,632.65",35.644,"1,668.30",46.971843,–100.462001,18.13
TX,48051,Burleson,"17,187",659.026,17.786,676.812,30.493487,–96.622091,16.04
NJ,34005,Burlington,"448,734",798.576,21.262,819.838,39.875786,–74.663006,13.15
TX,48053,Burnet,"42,750",994.258,27.004,"1,021.26",30.789616,–98.201195,18.25
WI,55013,Burnett,"15,457",821.848,58.384,880.232,45.865255,–92.367978,15.28
NE,31021,Burt,"6,858",491.581,5.482,497.063,41.854179,–96.337746,15.1
AL,1013,Butler,"20,947",776.829,1.053,777.882,31.751667,–86.681969,18.49
IA,19023,Butler,"14,867",580.131,1.625,581.756,42.734708,–92.780066,16.27
KS,20015,Butler,"65,880","1,429.86",16.664,"1,446.53",37.773681,–96.838762,16.18
KY,21031,Butler,"12,690",426.088,5.385,431.473,37.207013,–86.682471,19.23
MO,29023,Butler,"42,794",694.669,4.322,698.991,36.71518,–90.403130,16.38
NE,31023,Butler,"8,395",584.907,5.905,590.812,41.226072,–97.132040,15.6
OH,39017,Butler,"368,130",467.056,3.077,470.133,39.439915,–84.565397,21.02
PA,42019,Butler,"183,862",788.604,6.147,794.751,40.913834,–79.918960,21.22
CA,6007,Butte,"220,000","1,636.46",40.667,"1,677.13",39.665959,–121.601919,21.12
ID,16023,Butte,"2,891","2,231.67",2.03,"2,233.70",43.6851,–113.177627,14.73
SD,46019,Butte,"10,110","2,249.90",16.498,"2,266.40",44.896435,–103.501762,18.86
GA,13035,Butts,"23,655",184.393,3.648,188.041,33.290355,–83.958221,17.35
NC,37025,Cabarrus,"178,011",361.749,2.715,364.464,35.387845,–80.552868,16.36
WV,54011,Cabell,"96,319",281.018,6.999,288.017,38.41958,–82.243392,15.72
UT,49005,Cache,"112,656","1,164.81",8.21,"1,173.02",41.734225,–111.744581,16.3
LA,22017,Caddo,"254,969",878.539,58.285,936.824,32.577195,–93.882423,18.45
OK,40015,Caddo,"29,600","1,278.29",11.9,"1,290.19",35.16792,–98.381045,13.58
CA,6009,Calaveras,"45,578","1,020.01",16.915,"1,036.93",38.187844,–120.555115,19.69
LA,22019,Calcasieu,"192,768","1,063.66",30.615,"1,094.27",30.229559,–93.358015,17.4
KY,21033,Caldwell,"12,984",344.791,3.36,348.151,37.148643,–87.870510,19.18
LA,22021,Caldwell,"10,132",529.425,11.304,540.729,32.101244,–92.114180,16.25
MO,29025,Caldwell,"9,424",426.393,3.244,429.637,39.658998,–93.979179,15.16
NC,37027,Caldwell,"83,029",471.566,2.747,474.313,35.957857,–81.530076,17.77
TX,48055,Caldwell,"38,066",545.257,1.905,547.162,29.840422,–97.631097,14.47
VT,50005,Caledonia,"31,227",648.864,8.673,657.537,44.468791,–72.112168,14.1
AL,1015,Calhoun,"118,572",605.868,6.419,612.287,33.771706,–85.822513,12.89
AR,5013,Calhoun,"5,368",628.581,3.833,632.414,33.56046,–92.513879,16.95
FL,12013,Calhoun,"14,625",567.334,6.979,574.313,30.388801,–85.197916,19.94
GA,13037,Calhoun,"6,694",280.367,3.211,283.578,31.521279,–84.626290,17.47
IL,17013,Calhoun,"5,089",253.825,29.752,283.577,39.164262,–90.666295,20.85
IA,19025,Calhoun,"9,670",569.968,2.147,572.115,42.38617,–94.643683,16.9
MI,26025,Calhoun,"136,146",706.233,12.12,718.353,42.24299,–85.012385,16.89
MS,28013,Calhoun,"14,962",586.573,1.386,587.959,33.936634,–89.337114,14.44
SC,45017,Calhoun,"15,175",381.151,11.332,392.483,33.67478,–80.780347,20.4
TX,48057,Calhoun,"21,381",506.84,525.836,"1,032.68",28.445366,–96.583300,17.66
WV,54013,Calhoun,"7,627",279.249,1.43,280.679,38.844159,–81.115478,21.37
TX,48059,Callahan,"13,544",899.372,1.891,901.263,32.29315,–99.372249,17.87
MO,29027,Callaway,"44,332",834.575,12.783,847.358,38.835966,–91.924089,18.79
KY,21035,Calloway,"37,191",385.021,25.675,410.696,36.620978,–88.274086,17.83
WI,55015,Calumet,"48,971",318.236,78.841,397.077,44.07841,–88.212132,20.63
MD,24009,Calvert,"88,737",213.152,131.919,345.071,38.521358,–76.525864,18.05
ID,16025,Camas,"1,117","1,074.49",4.454,"1,078.95",43.463396,–114.804427,18.31
PA,42021,Cambria,"143,679",688.351,5.282,693.633,40.494127,–78.715284,20.13
GA,13039,Camden,"50,513",613.025,168.84,781.865,30.916358,–81.636516,18.18
MO,29029,Camden,"44,002",655.923,52.722,708.645,38.031995,–92.765138,16.12
NJ,34007,Camden,"513,657",221.263,6.03,227.293,39.802352,–74.961251,13.37
NC,37029,Camden,"9,980",240.556,69.658,310.214,36.342344,–76.162488,17.45
LA,22023,Cameron,"6,839","1,284.89",651.782,"1,936.67",29.871989,–93.165437,16.17
PA,42023,Cameron,"5,085",396.231,2.187,398.418,41.438289,–78.198315,16.73
TX,48061,Cameron,"406,220",890.922,385.535,"1,276.46",26.102923,–97.478958,17.01
TX,48063,Camp,"12,401",195.826,7.407,203.233,32.974581,–94.979085,17.39
KY,21037,Campbell,"90,336",151.308,8.112,159.42,38.946981,–84.379583,16.85
SD,46021,Campbell,"1,466",733.677,37.16,770.837,45.782241,–100.027951,22.96
TN,47013,Campbell,"40,716",480.191,17.955,498.146,36.401592,–84.159250,20.53
VA,51031,Campbell,"54,842",503.867,3.46,507.327,37.210151,–79.095429,17.51
WY,56005,Campbell,"46,133","4,802.71",3.999,"4,806.71",44.241321,–105.552029,14.17
OK,40017,Canadian,"115,541",896.626,8.975,905.601,35.543416,–97.979836,17.81
GA,13043,Candler,"10,998",243.044,5.814,248.858,32.403986,–82.071446,20.22
TN,47015,Cannon,"13,801",265.635,0.061,265.696,35.808394,–86.062404,19.04
ID,16027,Canyon,"188,923",587.37,16.178,603.548,43.623051,–116.708527,15.31
MO,29031,Cape Girardeau,"75,674",578.535,7.79,586.325,37.383882,–89.684908,20.96
NJ,34009,Cape May,"97,265",251.425,368.992,620.417,39.086143,–74.847716,17.82
MT,30009,Carbon,"10,078","2,048.79",13.375,"2,062.16",45.224475,–109.028551,18.46
PA,42025,Carbon,"65,249",381.46,5.927,387.387,40.917833,–75.709428,21.25
UT,49007,Carbon,"21,403","1,478.49",6.09,"1,484.58",39.67005,–110.590357,17.59
WY,56007,Carbon,"15,885","7,897.58",66.409,"7,963.99",41.70359,–106.933153,18.07
ID,16029,Caribou,"6,963","1,764.15",34.429,"1,798.58",42.786273,–111.544172,14.58
KY,21039,Carlisle,"5,104",189.434,9.546,198.98,36.857726,–88.975757,15.51
MN,27017,Carlton,"35,386",861.381,13.902,875.283,46.603818,–92.671044,20.26
MD,24011,Caroline,"33,066",319.419,6.483,325.902,38.871531,–75.831631,16.69
VA,51033,Caroline,"28,545",527.513,9.356,536.869,38.030319,–77.352348,14.24
AR,5015,Carroll,"27,446",630.087,8.713,638.8,36.337774,–93.541663,21.19
GA,13045,Carroll,"110,527",499.076,4.76,503.836,33.582237,–85.080527,20.97
IL,17015,Carroll,"15,387",444.807,21.553,466.36,42.059084,–89.926485,17.22
IN,18015,Carroll,"20,155",372.224,2.795,375.019,40.58498,–86.565141,16.08
IA,19027,Carroll,"20,816",569.437,0.828,570.265,42.039492,–94.867647,13.4
KY,21041,Carroll,"10,811",128.569,8.746,137.315,38.668284,–85.124083,20.37
MD,24013,Carroll,"167,134",447.595,5.093,452.688,39.563189,–77.015512,13.43
MS,28015,Carroll,"10,597",628.243,6.342,634.585,33.440795,–89.918887,15.98
MO,29033,Carroll,"9,295",694.621,6.77,701.391,39.427375,–93.500227,16.04
NH,33003,Carroll,"47,818",931.061,61.373,992.434,43.867567,–71.201665,20.91
OH,39019,Carroll,"28,836",394.609,4.322,398.931,40.579884,–81.090787,15.17
TN,47017,Carroll,"28,522",599.252,0.828,600.08,35.967896,–88.451659,16.02
VA,51035,Carroll,"30,042",474.69,2.953,477.643,36.732426,–80.728043,15.6
TX,48065,Carson,"6,182",920.22,3.886,924.106,35.405496,–101.355356,16.81
NV,32510,Carson City [9],"55,274",144.662,12.582,157.244,39.153447,–119.743442,17.86
KY,21043,Carter,"27,720",409.496,2.626,412.122,38.309555,–83.048821,23.68
MO,29035,Carter,"6,265",507.361,1.66,509.021,36.944783,–90.945626,19.43
MT,30011,Carter,"1,160","3,340.75",7.528,"3,348.28",45.516825,–104.515324,17.45
OK,40019,Carter,"47,557",822.175,11.589,833.764,34.251848,–97.287927,17.88
TN,47019,Carter,"57,424",341.203,6.431,347.634,36.284744,–82.126593,19.64
NC,37031,Carteret,"66,469",506.251,834.374,"1,340.63",34.858313,–76.526967,23.67
MN,27019,Carver,"91,042",354.325,21.787,376.112,44.821381,–93.800575,19.26
MT,30013,Cascade,"81,327","2,698.16",13.326,"2,711.48",47.316443,–111.350571,17.03
KY,21045,Casey,"15,955",444.23,1.506,445.736,37.321962,–84.928220,14.34
IL,17017,Cass,"13,642",375.818,7.947,383.765,39.969202,–90.245705,16.88
IN,18017,Cass,"38,966",412.155,2.693,414.848,40.753799,–86.355169,20.68
IA,19029,Cass,"13,956",564.269,0.679,564.948,41.333824,–94.933302,17.44
MI,26027,Cass,"52,293",490.062,18.255,508.317,41.91624,–85.999457,18.61
MN,27021,Cass,"28,567","2,021.54",392.565,"2,414.11",46.951427,–94.333773,17.25
MO,29037,Cass,"99,478",696.836,5.652,702.488,38.647159,–94.354242,17.32
NE,31025,Cass,"25,241",557.446,8.445,565.891,40.909878,–96.140609,17.02
ND,38017,Cass,"149,778","1,764.94",2.962,"1,767.90",46.927003,–97.252375,17.92
TX,48067,Cass,"30,464",936.963,23.359,960.322,33.083698,–94.357579,14.13
ID,16031,Cassia,"22,952","2,565.08",15.201,"2,580.28",42.288635,–113.605498,24.58
TX,48069,Castro,"8,062",894.434,4.859,899.293,34.533621,–102.258786,16.85
NC,37033,Caswell,"23,719",424.922,3.33,428.252,36.393097,–79.332546,17.42
LA,22025,Catahoula,"10,407",708.03,31.391,739.421,31.666517,–91.846703,15.45
NC,37035,Catawba,"154,358",398.721,14.694,413.415,35.663182,–81.214151,19.22
GA,13047,Catoosa,"63,942",162.159,0.301,162.46,34.899393,–85.137353,17.78
NM,35003,Catron,"3,725","6,923.69",5.481,"6,929.17",33.901814,–108.392097,18.99
NY,36009,Cattaraugus,"80,317","1,308.35",14.135,"1,322.49",42.244853,–78.681006,19.33
ND,38019,Cavalier,"3,993","1,488.75",21.209,"1,509.96",48.768439,–98.463790,10
NY,36011,Cayuga,"80,026",691.582,172.089,863.671,43.008546,–76.574587,17.84
MD,24015,Cecil,"101,108",346.273,71.564,417.837,39.562352,–75.941584,22.07
IA,19031,Cedar,"18,499",579.436,2.466,581.902,41.772355,–91.132190,21.9
MO,29039,Cedar,"13,982",474.483,24.171,498.654,37.733655,–93.850014,17.38
NE,31027,Cedar,"8,852",740.312,5.535,745.847,42.604511,–97.256824,17
PA,42027,Centre,"153,990","1,109.92",3.042,"1,112.96",40.90916,–77.847830,21.96
IA,19033,Cerro Gordo,"44,151",568.313,6.806,575.119,43.075171,–93.251266,14.9
CO,8015,Chaffee,"17,809","1,013.40",1.55,"1,014.95",38.738246,–106.316972,15.51
AL,1017,Chambers,"34,215",596.531,6.582,603.113,32.917943,–85.391812,18.43
TX,48071,Chambers,"35,096",597.137,274.046,871.183,29.703933,–94.668875,17.22
IL,17019,Champaign,"201,081",996.266,2.127,998.393,40.13915,–88.197201,20.1
OH,39021,Champaign,"40,097",428.669,1.164,429.833,40.132759,–83.767543,15.14
MO,29041,Chariton,"7,831",751.181,15.581,766.762,39.517969,–92.961621,20.01
MD,24017,Charles,"146,551",457.749,185.219,642.968,38.472853,–77.015427,18.65
VA,51036,Charles City,"7,256",182.817,21.425,204.242,37.361048,–77.054171,11.11
SD,46023,Charles Mix,"9,129","1,097.49",52.748,"1,150.24",43.206185,–98.595143,18.2
SC,45019,Charleston,"350,209",916.089,441.907,"1,358.00",32.800458,–79.942480,16.98
MI,26029,Charlevoix,"25,949",416.339,974.125,"1,390.46",45.513164,–85.450392,20.87
FL,12015,Charlotte,"159,978",680.279,178.022,858.301,26.868826,–81.940858,23.86
VA,51037,Charlotte,"12,586",475.271,2.25,477.521,37.014091,–78.661424,18.41
VA,51540,Charlottesville [9],"43,475",10.238,0.02,10.258,38.037658,–78.485381,17.06
GA,13049,Charlton,"12,171",773.576,8.798,782.374,30.779904,–82.139644,25
KS,20017,Chase,"2,790",773.06,4.667,777.727,38.298553,–96.594064,9.45
NE,31029,Chase,"3,966",894.419,3.08,897.499,40.53039,–101.694192,17.15
GA,13051,Chatham,"265,128",426.437,205.826,632.263,31.974756,–81.091768,17.11
NC,37037,Chatham,"63,505",682.185,27.646,709.831,35.704994,–79.251454,16.04
GA,13053,Chattahoochee,"11,267",248.736,2.43,251.166,32.347445,–84.788021,17.33
GA,13055,Chattooga,"26,015",313.338,0.22,313.558,34.474179,–85.345289,17.49
KS,20019,Chautauqua,"3,669",638.881,5.886,644.767,37.154259,–96.245396,23.43
NY,36013,Chautauqua,"134,905","1,060.23",439.957,"1,500.18",42.304216,–79.407595,17.09
NM,35005,Chaves,"65,645","6,065.28",9.848,"6,075.12",33.361605,–104.469837,16.81
TN,47021,Cheatham,"39,105",302.437,4.619,307.056,36.25518,–87.100816,20.08
MI,26031,Cheboygan,"26,152",715.264,170.119,885.383,45.47612,–84.495271,18.92
WA,53007,Chelan,"72,453","2,920.53",73.357,"2,993.88",47.859892,–120.618543,17.54
NY,36015,Chemung,"88,830",407.352,3.427,410.779,42.155281,–76.747179,16.14
NY,36017,Chenango,"50,477",893.548,5.082,898.63,42.489732,–75.604905,13.23
AL,1019,Cherokee,"25,989",553.7,46.278,599.978,34.069515,–85.654242,18.27
GA,13057,Cherokee,"214,346",421.674,12.732,434.406,34.244317,–84.475057,17.31
IA,19035,Cherokee,"12,072",576.906,0.163,577.069,42.742738,–95.633262,16.78
KS,20021,Cherokee,"21,603",587.568,3.455,591.023,37.169392,–94.845698,13.57
NC,37039,Cherokee,"27,444",455.426,11.298,466.724,35.136233,–84.061308,16
OK,40021,Cherokee,"46,987",749.408,26.883,776.291,35.904367,–94.996796,17.17
SC,45021,Cherokee,"55,342",392.659,4.519,397.178,35.049796,–81.607647,17.22
TX,48073,Cherokee,"50,845","1,052.91",9.279,"1,062.19",31.843859,–95.156504,14.41
NE,31031,Cherry,"5,713","5,960.42",48.91,"6,009.33",42.566985,–101.072622,19.78
VA,51550,Chesapeake [9],"222,209",340.8,10.059,350.859,36.679376,–76.301788,16.45
NH,33005,Cheshire,"77,117",706.66,22.439,729.099,42.925455,–72.248217,13.76
PA,42029,Chester,"498,886",750.508,8.727,759.235,39.973965,–75.749732,16.07
SC,45023,Chester,"33,140",580.657,5.507,586.164,34.689345,–81.161249,16.53
TN,47023,Chester,"17,131",285.736,0.222,285.958,35.416639,–88.605505,16.36
SC,45025,Chesterfield,"46,734",799.075,6.67,805.745,34.637018,–80.159227,20.73
VA,51041,Chesterfield,"316,236",423.297,13.658,436.955,37.378434,–77.585847,22.79
CO,8017,Cheyenne,"1,836","1,778.28",3.153,"1,781.43",38.835387,–102.604585,23.29
KS,20023,Cheyenne,"2,726","1,019.89",1.057,"1,020.94",39.789256,–101.727302,15.51
NE,31033,Cheyenne,"9,998","1,196.29",0.113,"1,196.40",41.214236,–103.011929,14.74
IA,19037,Chickasaw,"12,439",504.38,1.278,505.658,43.059741,–92.317210,15.57
MS,28017,Chickasaw,"17,392",501.779,2.467,504.246,33.921654,–88.945808,15.61
AR,5017,Chicot,"11,800",644.304,46.483,690.787,33.267139,–91.297158,13.41
TX,48075,Childress,"7,041",696.405,17.311,713.716,34.529337,–100.208336,20.91
AL,1021,Chilton,"43,643",692.854,7.948,700.802,32.85406,–86.726628,20.55
MI,26033,Chippewa,"38,520","1,558.42","1,139.97","2,698.39",46.321819,–84.520630,16.01
MN,27023,Chippewa,"12,441",581.122,6.655,587.777,45.028625,–95.564108,15.67
WI,55017,Chippewa,"62,415","1,008.37",32.909,"1,041.28",45.069092,–91.283505,17.44
MN,27025,Chisago,"53,887",414.862,27.547,442.409,45.505444,–92.903849,13.55
VT,50007,Chittenden,"156,545",536.578,82.721,619.299,44.460676,–73.070525,14.62
AL,1023,Choctaw,"13,859",913.5,7.359,920.859,31.991008,–88.248887,16.79
MS,28019,Choctaw,"8,547",418.177,1.678,419.855,33.345964,–89.251332,25.81
OK,40023,Choctaw,"15,205",770.357,29.215,799.572,34.027645,–95.554208,14.31
MT,30015,Chouteau,"5,813","3,972.49",24.237,"3,996.73",47.886837,–110.436189,17.93
NC,37041,Chowan,"14,793",172.473,60.825,233.298,36.127288,–76.602070,17.84
IL,17021,Christian,"34,800",709.377,6.263,715.64,39.545524,–89.279593,17.81
KY,21047,Christian,"73,955",717.503,6.539,724.042,36.893388,–87.493554,16.11
MO,29043,Christian,"77,422",562.645,1.163,563.808,36.969739,–93.187614,17.28
NV,32001,Churchill,"24,877","4,930.46",93.6,"5,024.06",39.525701,–118.270419,14.54
NM,35006,Cibola,"27,213","4,539.48",2.251,"4,541.73",34.93205,–108.000255,16.6
OK,40025,Cimarron,"2,475","1,834.74",6.148,"1,840.89",36.755276,–102.508735,16.04
FL,12017,Citrus,"141,236",581.696,191.598,773.294,28.843628,–82.524796,16.36
OR,41005,Clackamas,"375,992","1,870.32",12.289,"1,882.61",45.160493,–122.195127,16.61
LA,22027,Claiborne,"17,195",754.878,12.538,767.416,32.827585,–92.991125,17.91
MS,28021,Claiborne,"9,604",487.406,13.798,501.204,31.97281,–90.915424,12.33
TN,47025,Claiborne,"32,213",434.58,6.995,441.575,36.501557,–83.660724,20.27
WA,53009,Clallam,"71,404","1,738.33",932.309,"2,670.64",48.113009,–123.930611,14.51
MI,26035,Clare,"30,926",564.315,11.024,575.339,43.991137,–84.838325,20.14
SC,45027,Clarendon,"34,971",606.936,88.713,695.649,33.664682,–80.217889,13.56
PA,42031,Clarion,"39,988",600.834,9.01,609.844,41.198239,–79.420404,21.57
AR,5019,Clark,"22,995",866.074,16.755,882.829,34.053312,–93.176205,19.39
ID,16033,Clark,982,"1,764.19",0.956,"1,765.14",44.286251,–112.361120,15.67
IL,17023,Clark,"16,335",501.418,3.4,504.818,39.332364,–87.791687,17.78
IN,18019,Clark,"110,232",372.855,3.596,376.451,38.476217,–85.711122,16.31
KS,20025,Clark,"2,215",974.632,2.55,977.182,37.233831,–99.813869,18.72
KY,21049,Clark,"35,613",252.463,2.693,255.156,37.970133,–84.144974,16.68
MO,29045,Clark,"7,139",504.692,7.133,511.825,40.407275,–91.729472,18.13
NV,32003,Clark,"1,951,269","7,891.43",169.381,"8,060.81",36.214236,–115.013819,21.13
OH,39023,Clark,"138,333",397.473,5.054,402.527,39.917032,–83.783676,12.71
SD,46025,Clark,"3,691",957.604,9.895,967.499,44.855211,–97.724912,19.38
WA,53011,Clark,"425,363",629.004,27.229,656.233,45.771674,–122.485903,12.84
WI,55019,Clark,"34,690","1,209.82",8.971,"1,218.79",44.733596,–90.610201,13.85
AL,1025,Clarke,"25,833","1,238.47",14.109,"1,252.57",31.685521,–87.818624,19.23
GA,13059,Clarke,"116,714",119.2,1.835,121.035,33.952234,–83.367130,13.6
IA,19039,Clarke,"9,286",431.167,0.589,431.756,41.029191,–93.784096,20.94
MS,28023,Clarke,"16,732",691.554,1.98,693.534,32.048448,–88.685964,13.44
VA,51043,Clarke,"14,034",176.177,2.185,178.362,39.115931,–77.992004,13.19
OR,41007,Clatsop,"37,039",829.049,255.334,"1,084.38",46.024509,–123.705014,15.36
AL,1027,Clay,"13,932",603.961,2.04,606.001,33.267809,–85.862051,15.18
AR,5021,Clay,"16,083",639.465,1.971,641.436,36.367302,–90.418704,17.71
FL,12019,Clay,"190,865",604.36,39.188,643.548,29.987116,–81.858147,19.4
GA,13061,Clay,"3,183",195.381,21.853,217.234,31.619831,–84.992583,18.06
IL,17025,Clay,"13,815",468.316,1.276,469.592,38.747312,–88.483789,19.74
IN,18021,Clay,"26,890",357.542,2.78,360.322,39.393951,–87.115837,17.17
IA,19041,Clay,"16,667",567.238,5.354,572.592,43.079822,–95.149726,12.19
KS,20027,Clay,"8,535",645.301,10.299,655.6,39.344964,–97.168853,19.3
KY,21051,Clay,"21,730",469.247,1.839,471.086,37.164466,–83.710763,19.19
MN,27027,Clay,"58,999","1,045.37",7.282,"1,052.65",46.898377,–96.494901,14.5
MS,28025,Clay,"20,634",410.077,5.929,416.006,33.661734,–88.783326,17.12
MO,29047,Clay,"221,939",397.298,11.373,408.671,39.315551,–94.421502,17.01
NE,31035,Clay,"6,542",572.289,1.249,573.538,40.523669,–98.051050,22.03
NC,37043,Clay,"10,587",214.751,5.878,220.629,35.052997,–83.752264,16.46
SD,46027,Clay,"13,864",412.185,5.05,417.235,42.912997,–96.979795,18.67
TN,47027,Clay,"7,861",236.536,22.807,259.343,36.545765,–85.545718,20.25
TX,48077,Clay,"10,752","1,088.72",28.033,"1,116.75",33.785904,–98.212918,15.63
WV,54015,Clay,"9,386",341.902,1.914,343.816,38.459826,–81.081866,18.46
GA,13063,Clayton,"259,424",141.57,2.762,144.332,33.552242,–84.412977,22.97
IA,19043,Clayton,"18,129",778.539,14.126,792.665,42.840998,–91.323511,17.85
CO,8019,Clear Creek,"9,088",395.227,1.266,396.493,39.689403,–105.670791,21.68
PA,42033,Clearfield,"81,642","1,144.72",9.241,"1,153.96",41.000249,–78.473749,21.29
ID,16035,Clearwater,"8,761","2,457.27",30.712,"2,487.99",46.67257,–115.653500,13.79
MN,27029,Clearwater,"8,695",998.94,30.796,"1,029.74",47.575873,–95.371117,16.74
AL,1029,Cleburne,"14,972",560.1,0.913,561.013,33.671981,–85.516109,16.97
AR,5023,Cleburne,"25,970",553.692,38.23,591.922,35.566288,–92.059974,15.01
OH,39025,Clermont,"197,363",452.1,7.666,459.766,39.052084,–84.149614,17.04
AR,5025,Cleveland,"8,689",597.783,0.965,598.748,33.893201,–92.188714,17.28
NC,37045,Cleveland,"98,078",464.252,3.999,468.251,35.33463,–81.557115,17.96
OK,40027,Cleveland,"255,755",538.766,19.32,558.086,35.203117,–97.328332,18.58
GA,13065,Clinch,"6,798",800.222,23.771,823.993,30.917653,–82.702614,19.36
IL,17027,Clinton,"37,762",474.085,29.186,503.271,38.606423,–89.423136,19.77
IN,18023,Clinton,"33,224",405.07,0.178,405.248,40.305944,–86.477567,15.81
IA,19045,Clinton,"49,116",694.915,15.26,710.175,41.898073,–90.534243,18.02
